ID,carat,cut,colour,clarity,depth,price,x,y,P,PC
19789,1.06,Ideal,G,VVS2,61.7,8358,7884.90566,135.4619125,SN,SN
19790,1,Good,E,VVS1,63.4,8359,8359,131.8454259,Negative,Negative
19791,1.07,Premium,D,VS1,62,8359,7812.149533,134.8225806,Negative,Negative
19792,1.16,Very Good,G,VVS2,62.3,8361,7207.758621,134.2054575,Negative,Negative
19793,1.81,Fair,J,SI1,56.2,8362,4619.889503,148.7900356,Negative,Negative
19794,1.22,Premium,G,VS2,61.8,8362,6854.098361,135.3074434,SN,SN
19795,1.22,Ideal,G,VS2,61.4,8362,6854.098361,136.1889251,Negative,Negative
19796,1.57,Ideal,J,VS2,62.3,8363,5326.751592,134.2375602,SN,SN
19797,1.74,Premium,J,VS2,61.9,8364,4806.896552,135.1211632,SN,SN
19798,1.09,Ideal,G,VVS2,60.6,8364,7673.394495,138.019802,Positve,Positve
19799,1.25,Ideal,H,VS1,62.1,8365,6692,134.7020934,NR,NR
19800,1.53,Premium,H,SI1,62.4,8365,5467.320261,134.0544872,NR,NR
19801,1.71,Premium,I,SI2,59,8366,4892.397661,141.7966102,SP,SP
19802,1.52,Premium,J,VS1,61.2,8366,5503.947368,136.6993464,SN,SN
19803,1,Ideal,G,VVS1,61.9,8366,8366,135.1534733,SN,SN
19804,1.52,Premium,D,SI2,58.6,8366,5503.947368,142.7645051,Negative,Negative
19805,1.73,Good,E,I1,63.6,8370,4838.150289,131.6037736,Negative,Negative
19806,1.51,Premium,J,VS1,62.1,8371,5543.708609,134.7987118,Negative,Negative
19807,1.5,Ideal,I,SI1,62.3,8371,5580.666667,134.3659711,Negative,Negative
19808,1.51,Very Good,H,SI2,60.8,8372,5544.370861,137.6973684,SN,SN
19809,1.01,Very Good,G,VVS1,61.8,8373,8290.09901,135.4854369,Negative,Negative
19810,1,Good,D,VVS2,60.2,8374,8374,139.10299,SN,SN
19811,1.03,Very Good,F,VVS2,61.3,8375,8131.067961,136.6231648,SN,SN
19812,1.22,Very Good,G,VS2,62.7,8377,6866.393443,133.6044657,SP,SP
19813,1.6,Ideal,I,SI2,61.9,8377,5235.625,135.3311793,NR,NR
19814,1.6,Very Good,F,SI2,60.5,8377,5235.625,138.4628099,NR,NR
19815,1.2,Good,E,VS2,63.6,8380,6983.333333,131.7610063,NR,NR
19816,1.23,Premium,G,VS1,62.8,8381,6813.821138,133.455414,Negative,Negative
19817,1.23,Premium,G,VS1,61.8,8381,6813.821138,135.6148867,Positive,Positive
19818,1.75,Good,H,SI2,64.1,8385,4791.428571,130.8112324,Positve,Positve
19819,1.03,Ideal,G,VVS2,60.7,8385,8140.776699,138.1383855,NR,NR
19820,1.33,Ideal,H,VS2,59.5,8385,6304.511278,140.9243697,NR,NR
19821,1.2,Good,G,VS1,63.6,8387,6989.166667,131.8710692,SP,SP
19822,1.51,Fair,F,SI1,65.8,8387,5554.304636,127.4620061,SN,SN
19823,1.51,Premium,H,SI2,62.4,8388,5554.966887,134.4230769,SN,SN
19824,1.5,Very Good,J,VVS2,63.3,8391,5594,132.5592417,Negative,Negative
19825,1.31,Ideal,H,VS1,62.4,8392,6406.10687,134.4871795,Negative,Negative
19826,1.07,Ideal,G,VVS2,62.4,8393,7843.925234,134.5032051,Negative,Negative
19827,1.12,Ideal,G,VS1,62.5,8394,7494.642857,134.304,Negative,Negative
19828,1.51,Ideal,I,SI1,61.2,8396,5560.264901,137.1895425,SN,SN
19829,1.51,Ideal,I,SI1,59.4,8396,5560.264901,141.3468013,Negative,Negative
19830,1.7,Premium,F,SI2,60.2,8397,4939.411765,139.4850498,SN,SN
19831,1.03,Ideal,G,VVS1,62,8398,8153.398058,135.4516129,SN,SN
19832,1.5,Premium,F,SI1,60,8400,5600,140,Positve,Positve
19833,1.51,Ideal,I,SI1,62.7,8400,5562.913907,133.9712919,NR,NR
19834,1.11,Ideal,G,VS2,61.6,8400,7567.567568,136.3636364,NR,NR
19835,1,Premium,F,VVS2,61.2,8400,8400,137.254902,SP,SP
19836,1.25,Ideal,E,VS2,62.6,8400,6720,134.1853035,SN,SN
19837,1.01,Very Good,E,VVS2,61.6,8401,8317.821782,136.3798701,SN,SN
19838,1.02,Ideal,G,VVS2,62.1,8401,8236.27451,135.2818035,Negative,Negative
19839,1.02,Ideal,G,VVS2,61.6,8401,8236.27451,136.3798701,Negative,Negative
19840,1.02,Ideal,G,VVS2,62.7,8401,8236.27451,133.9872408,Negative,Negative
19841,1.21,Premium,G,VS2,62.8,8402,6943.801653,133.7898089,Negative,Negative
19842,1.21,Very Good,F,VS2,62.9,8403,6944.628099,133.5930048,SN,SN
19843,1.01,Very Good,E,VS1,60.4,8403,8319.80198,139.1225166,Negative,Negative
19844,1.13,Ideal,E,VS2,62,8404,7437.168142,135.5483871,SN,SN
19845,1.23,Very Good,H,VVS1,62.5,8405,6833.333333,134.48,SN,SN
19846,1.08,Ideal,F,VS1,61.4,8405,7782.407407,136.8892508,SP,SP
19847,1.12,Very Good,G,VVS1,60.9,8408,7507.142857,138.0623974,NR,NR
19848,1.52,Very Good,H,SI2,62.8,8408,5531.578947,133.8853503,NR,NR
19849,2.04,Premium,I,I1,59.3,8408,4121.568627,141.7875211,NR,NR
19850,1.5,Very Good,I,SI1,63.1,8408,5605.333333,133.2488114,Negative,Negative
19851,1.54,Premium,E,SI2,59.9,8408,5459.74026,140.3672788,Positive,Positive
19852,1.18,Very Good,G,VS2,62.7,8411,7127.966102,134.1467305,Positve,Positve
19853,1.22,Ideal,H,VS1,61.9,8411,6894.262295,135.8804523,NR,NR
19854,1.06,Ideal,E,VS1,62.1,8413,7936.792453,135.4750403,NR,NR
19855,1.2,Ideal,G,VS2,62.8,8414,7011.666667,133.9808917,SP,SP
19856,1.18,Ideal,G,VS1,61.3,8414,7130.508475,137.2593801,SN,SN
19857,1.01,Good,E,VVS2,63.9,8415,8331.683168,131.6901408,SN,SN
19858,1.5,Very Good,J,VVS1,62.3,8415,5610,135.0722311,Negative,Negative
19859,1.06,Very Good,G,IF,61.2,8415,7938.679245,137.5,Negative,Negative
19860,1.04,Ideal,F,VS2,61.6,8415,8091.346154,136.6071429,Negative,Negative
19861,1.19,Ideal,F,VS2,62,8415,7071.428571,135.7258065,Negative,Negative
19862,1.3,Ideal,G,SI1,61.6,8416,6473.846154,136.6233766,SN,SN
19863,1.01,Premium,D,VS1,62.4,8416,8332.673267,134.8717949,Negative,Negative
19864,1.22,Premium,F,VS2,59.8,8417,6899.180328,140.7525084,SN,SN
19865,1.6,Ideal,J,SI1,62.8,8418,5261.25,134.044586,SN,SN
19866,1.57,Very Good,G,SI2,61.1,8419,5362.420382,137.7905074,Positve,Positve
19867,2.68,Premium,G,I1,58.6,8419,3141.41791,143.668942,NR,NR
19868,1.4,Premium,D,SI2,61.8,8419,6013.571429,136.2297735,NR,NR
19869,1.46,Ideal,E,SI2,62.3,8421,5767.808219,135.1685393,SP,SP
19870,1.09,Ideal,F,VS1,60.6,8422,7726.605505,138.9768977,SN,SN
19871,1.37,Premium,H,VS1,60.9,8424,6148.905109,138.3251232,SN,SN
19872,1.44,Premium,I,VS1,62.6,8426,5851.388889,134.600639,Negative,Negative
19873,1.52,Premium,J,VS1,62.2,8426,5543.421053,135.4662379,Negative,Negative
19874,1.52,Premium,J,VVS2,58.3,8427,5544.078947,144.5454545,Negative,Negative
19875,1.5,Very Good,J,VVS2,63.3,8427,5618,133.1279621,Negative,Negative
19876,1.31,Ideal,H,VS1,61.5,8429,6434.351145,137.0569106,SN,SN
19877,1.31,Ideal,H,VS1,61.5,8429,6434.351145,137.0569106,Negative,Negative
19878,1.13,Ideal,E,VS2,61.4,8430,7460.176991,137.2964169,SN,SN
19879,1.12,Good,F,VVS2,57.9,8430,7526.785714,145.5958549,SN,SN
19880,1.12,Ideal,D,VS2,62,8430,7526.785714,135.9677419,SP,SP
19881,1.23,Ideal,H,IF,61.3,8431,6854.471545,137.5367047,NR,NR
19882,1.5,Very Good,F,SI2,62.3,8431,5620.666667,135.329053,NR,NR
19883,1.5,Premium,I,VS2,62.3,8431,5620.666667,135.329053,NR,NR
19884,1.23,Premium,G,VS2,62,8431,6854.471545,135.983871,Negative,Negative
19885,1.2,Very Good,F,VS2,61.1,8436,7030,138.0687398,Positive,Positive
19886,1.2,Ideal,F,VS2,62.3,8436,7030,135.4093098,Positve,Positve
19887,1.03,Very Good,D,VS1,60.5,8437,8191.262136,139.4545455,NR,NR
19888,1.24,Very Good,H,VVS2,61.3,8438,6804.83871,137.6508972,NR,NR
19889,1.59,Good,G,SI1,63.8,8441,5308.805031,132.3040752,SP,SP
19890,1.2,Good,G,VS1,63.4,8442,7035,133.1545741,SN,SN
19891,1.2,Premium,G,VS1,60.2,8442,7035,140.2325581,SN,SN
19892,1.2,Ideal,G,VS1,62.3,8442,7035,135.505618,Negative,Negative
19893,1.2,Very Good,G,VS1,60.2,8442,7035,140.2325581,Negative,Negative
19894,1.2,Good,G,VS1,62.8,8442,7035,134.4267516,Negative,Negative
19895,2.25,Very Good,J,SI2,60.6,8442,3752,139.3069307,Negative,Negative
19896,1.51,Very Good,H,SI2,60.2,8444,5592.05298,140.2657807,SN,SN
19897,1.02,Premium,F,VVS2,61.5,8445,8279.411765,137.3170732,Negative,Negative
19898,1.21,Premium,H,IF,62.2,8446,6980.165289,135.7877814,SN,SN
19899,1,Premium,F,VVS2,59.9,8448,8448,141.0350584,SN,SN
19900,1.24,Premium,G,VS1,62,8449,6813.709677,136.2741935,Positve,Positve
19901,1.24,Ideal,G,VS1,61.1,8449,6813.709677,138.2815057,NR,NR
19902,1.05,Ideal,D,VS2,61,8451,8048.571429,138.5409836,NR,NR
19903,1.06,Ideal,G,VS1,62.3,8451,7972.641509,135.6500803,SP,SP
19904,1.21,Ideal,F,VS2,61.2,8452,6985.123967,138.1045752,SN,SN
19905,1.2,Very Good,F,VS2,62.9,8454,7045,134.4038156,SN,SN
19906,1.03,Ideal,G,VVS1,62.4,8454,8207.76699,135.4807692,Negative,Negative
19907,1.09,Premium,G,VVS2,59.5,8454,7755.963303,142.0840336,Negative,Negative
19908,1.53,Very Good,G,SI2,62.1,8455,5526.143791,136.1513688,Negative,Negative
19909,1.65,Ideal,E,SI2,58.7,8455,5124.242424,144.0374787,Negative,Negative
19910,1.21,Premium,G,VS1,59.5,8456,6988.429752,142.1176471,SN,SN
19911,1.21,Premium,G,VS1,62.7,8456,6988.429752,134.8644338,Negative,Negative
19912,1.24,Ideal,D,SI1,60.4,8457,6820.16129,140.0165563,SN,SN
19913,1.8,Premium,I,SI2,61.8,8457,4698.333333,136.8446602,SN,SN
19914,1.28,Premium,G,VS2,61.4,8458,6607.8125,137.752443,SP,SP
19915,1.51,Very Good,F,SI2,63.2,8462,5603.97351,133.8924051,NR,NR
19916,1.27,Premium,D,SI1,62.5,8463,6663.779528,135.408,NR,NR
19917,1.51,Good,I,SI1,63.7,8464,5605.298013,132.8728414,NR,NR
19918,1.23,Ideal,G,VS1,61.8,8465,6882.113821,136.97411,Negative,Negative
19919,1.4,Premium,I,VVS2,62,8467,6047.857143,136.5645161,Positive,Positive
19920,1.5,Good,J,VS1,64.1,8467,5644.666667,132.0904836,Positve,Positve
19921,1,Very Good,F,VVS2,63.2,8467,8467,133.971519,NR,NR
19922,2.5,Premium,H,I1,59.9,8467,3386.8,141.3522538,NR,NR
19923,1.03,Premium,D,VVS2,61.7,8469,8222.330097,137.26094,SP,SP
19924,1.56,Very Good,I,SI1,60.2,8470,5429.487179,140.6976744,SN,SN
19925,1.01,Premium,F,VVS2,61.8,8470,8386.138614,137.0550162,SN,SN
19926,1.5,Ideal,H,SI2,62.4,8471,5647.333333,135.7532051,Negative,Negative
19927,1.5,Very Good,I,SI1,60.7,8475,5650,139.6210873,Negative,Negative
19928,1.56,Premium,J,VS1,61.1,8476,5433.333333,138.7234043,Negative,Negative
19929,1.39,Premium,F,SI1,62.1,8476,6097.841727,136.489533,Negative,Negative
19930,1.52,Premium,I,SI1,61.9,8477,5576.973684,136.9466882,SN,SN
19931,1.54,Ideal,J,VS2,62.7,8479,5505.844156,135.23126,Negative,Negative
19932,1.34,Premium,E,VS2,58.2,8480,6328.358209,145.7044674,SN,SN
19933,1.08,Ideal,D,VS2,61.9,8481,7852.777778,137.0113086,SN,SN
19934,1.03,Ideal,G,VVS2,61.2,8483,8235.92233,138.6111111,Positve,Positve
19935,1.22,Ideal,G,VS2,59.9,8485,6954.918033,141.6527546,NR,NR
19936,1.02,Ideal,G,VVS1,62.6,8485,8318.627451,135.543131,NR,NR
19937,1.23,Premium,F,VS2,62.9,8486,6899.186992,134.9125596,SP,SP
19938,1.2,Ideal,F,VS2,62.3,8486,7071.666667,136.211878,SN,SN
19939,1.2,Ideal,F,VS2,62.6,8486,7071.666667,135.5591054,SN,SN
19940,1.66,Premium,J,SI1,60.7,8487,5112.650602,139.8187809,Negative,Negative
19941,1.06,Ideal,G,VVS1,61.6,8488,8007.54717,137.7922078,Negative,Negative
19942,1.02,Premium,G,IF,61.8,8489,8322.54902,137.3624595,Negative,Negative
19943,1.24,Ideal,H,VVS1,62.3,8489,6845.967742,136.2600321,Negative,Negative
19944,1.5,Premium,H,SI2,62.3,8490,5660,136.2760835,SN,SN
19945,1.2,Very Good,G,VS2,63.2,8491,7075.833333,134.3512658,Negative,Negative
19946,1.07,Ideal,G,VVS2,61.8,8491,7935.514019,137.394822,SN,SN
19947,2.34,Premium,I,I1,61.5,8491,3628.632479,138.0650407,SN,SN
19948,1.5,Good,E,SI2,64.5,8492,5661.333333,131.6589147,SP,SP
19949,1.66,Good,J,VS2,64.4,8496,5118.072289,131.9254658,NR,NR
19950,1.55,Ideal,J,VS2,61.4,8498,5482.580645,138.4039088,NR,NR
19951,1.25,Ideal,H,VS2,61.1,8498,6798.4,139.0834697,NR,NR
19952,1.53,Premium,H,SI2,62.5,8499,5554.901961,135.984,Negative,Negative
19953,1.53,Ideal,H,SI2,61.9,8499,5554.901961,137.3021002,Positive,Positive
19954,1.15,Premium,G,VVS2,58.4,8501,7392.173913,145.5650685,Positve,Positve
19955,1.32,Ideal,I,VVS1,61,8501,6440.151515,139.3606557,NR,NR
19956,1.21,Premium,G,VS2,61,8504,7028.099174,139.4098361,NR,NR
19957,1.24,Ideal,G,VS2,62.1,8504,6858.064516,136.9404187,SP,SP
19958,1.21,Very Good,F,VS2,61.6,8505,7028.92562,138.0681818,SN,SN
19959,1.7,Ideal,J,SI2,60.5,8505,5002.941176,140.5785124,SN,SN
19960,1.11,Ideal,H,VVS1,60.8,8508,7664.864865,139.9342105,Negative,Negative
19961,1.23,Ideal,H,VVS2,61.6,8509,6917.886179,138.1331169,Negative,Negative
19962,1.4,Premium,G,SI1,62.5,8511,6079.285714,136.176,Negative,Negative
19963,1.52,Premium,G,SI1,62.2,8512,5600,136.8488746,Negative,Negative
19964,1.08,Very Good,D,VS1,60.5,8513,7882.407407,140.7107438,SN,SN
19965,1.59,Very Good,J,VS1,60.1,8515,5355.345912,141.6805324,Negative,Negative
19966,1.59,Very Good,J,VS1,60.7,8515,5355.345912,140.2800659,SN,SN
19967,1.56,Ideal,H,SI2,62.1,8517,5459.615385,137.1497585,SN,SN
19968,1.5,Good,D,SI2,62.4,8517,5678,136.4903846,Positve,Positve
19969,1.56,Ideal,E,SI2,61.2,8518,5460.25641,139.1830065,NR,NR
19970,1.5,Very Good,D,SI2,63.3,8518,5678.666667,134.5655608,NR,NR
19971,1.5,Good,D,SI2,63.8,8518,5678.666667,133.5109718,SP,SP
19972,1.5,Premium,D,SI2,58.9,8518,5678.666667,144.6179966,SN,SN
19973,1.16,Very Good,E,VS2,62.1,8520,7344.827586,137.1980676,SN,SN
19974,1.52,Premium,I,SI1,61.2,8521,5605.921053,139.2320261,Negative,Negative
19975,1.2,Good,D,VS2,62.4,8521,7100.833333,136.5544872,Negative,Negative
19976,1.23,Ideal,F,VS1,61.3,8523,6929.268293,139.0375204,Negative,Negative
19977,1.51,Premium,J,VS1,62.1,8524,5645.033113,137.2624799,Negative,Negative
19978,1.51,Very Good,J,VS1,61.2,8524,5645.033113,139.2810458,SN,SN
19979,1.51,Premium,J,VS1,61.8,8524,5645.033113,137.9288026,Negative,Negative
19980,1.51,Ideal,J,VS1,61.9,8524,5645.033113,137.7059774,SN,SN
19981,1.01,Very Good,F,VVS2,61.9,8525,8440.594059,137.7221325,SN,SN
19982,1.59,Very Good,J,VS2,62.9,8526,5362.264151,135.5484897,SP,SP
19983,1.03,Premium,F,VVS2,61.3,8527,8278.640777,139.1027732,NR,NR
19984,1.11,Very Good,F,VS1,60.7,8528,7682.882883,140.4942339,NR,NR
19985,1.01,Fair,E,VVS1,66.1,8529,8444.554455,129.03177,NR,NR
19986,1.42,Ideal,H,SI1,62,8529,6006.338028,137.5645161,Negative,Negative
19987,1.53,Ideal,G,SI1,61.3,8529,5574.509804,139.1353997,Positive,Positive
19988,1.6,Premium,F,SI2,60.5,8530,5331.25,140.9917355,Positve,Positve
19989,1.29,Premium,G,VS2,61.9,8530,6612.403101,137.8029079,NR,NR
19990,1.6,Ideal,I,SI2,61.9,8530,5331.25,137.8029079,NR,NR
19991,1.01,Ideal,F,VVS2,61,8532,8447.524752,139.8688525,SP,SP
19992,1.01,Very Good,F,VVS2,61.8,8532,8447.524752,138.0582524,SN,SN
19993,1.01,Premium,F,VVS2,62,8532,8447.524752,137.6129032,SN,SN
19994,1.01,Ideal,F,VVS2,61.8,8532,8447.524752,138.0582524,Negative,Negative
19995,1.04,Premium,D,VS1,60.5,8532,8203.846154,141.0247934,Negative,Negative
19996,1.22,Good,G,VS2,59.9,8533,6994.262295,142.4540902,Negative,Negative
19997,1.54,Very Good,I,VS2,62,8537,5543.506494,137.6935484,Negative,Negative
19998,1.05,Very Good,F,VVS2,61.3,8537,8130.47619,139.2659054,SN,SN
19999,1.57,Very Good,J,VS2,62,8538,5438.216561,137.7096774,Negative,Negative
20000,1.5,Very Good,E,SI2,62.8,8538,5692,135.955414,SN,SN
20001,1.71,Premium,J,SI2,62.6,8540,4994.152047,136.4217252,SN,SN
20002,1.23,Ideal,H,VS2,61.5,8541,6943.902439,138.8780488,Positve,Positve
20003,1.51,Very Good,H,SI1,63.5,8541,5656.291391,134.503937,NR,NR
20004,1.27,Ideal,G,VS1,60.9,8543,6726.771654,140.2791461,NR,NR
20005,1.35,Premium,H,VS1,62.3,8543,6328.148148,137.1268058,SP,SP
20006,1.2,Ideal,G,VS1,62.4,8545,7120.833333,136.9391026,SN,SN
20007,1.2,Ideal,G,VS1,62,8545,7120.833333,137.8225806,SN,SN
20008,1.02,Ideal,E,VS1,62.6,8545,8377.45098,136.5015974,Negative,Negative
20009,1.05,Ideal,G,VVS1,60.1,8546,8139.047619,142.1963394,Negative,Negative
20010,1.55,Ideal,J,VS1,60.4,8548,5514.83871,141.5231788,Negative,Negative
20011,0.3,Very Good,H,SI1,61.3,421,1403.333333,6.867862969,Negative,Negative
20012,0.32,Good,G,SI2,63.4,421,1315.625,6.640378549,SN,SN
20013,0.32,Premium,G,SI2,61.6,421,1315.625,6.834415584,Negative,Negative
20014,0.32,Very Good,I,SI1,59.9,421,1315.625,7.028380634,SN,SN
20015,0.32,Premium,I,SI1,61.1,421,1315.625,6.890343699,SN,SN
20016,0.3,Very Good,H,SI1,62.9,421,1403.333333,6.693163752,SP,SP
20017,0.3,Very Good,H,SI1,60.8,421,1403.333333,6.924342105,NR,NR
20018,0.3,Good,H,SI1,63.4,421,1403.333333,6.640378549,NR,NR
20019,0.32,Premium,G,SI2,61,421,1315.625,6.901639344,NR,NR
20020,0.3,Good,H,SI1,63.9,421,1403.333333,6.588419405,Negative,Negative
20021,0.3,Good,E,SI2,63.5,421,1403.333333,6.62992126,Positive,Positive
20022,0.32,Very Good,I,SI1,61.6,421,1315.625,6.834415584,Positve,Positve
20023,0.32,Ideal,G,SI2,62.5,421,1315.625,6.736,NR,NR
20024,0.32,Very Good,G,SI2,62.3,421,1315.625,6.757624398,NR,NR
20025,0.32,Very Good,G,SI2,62.4,421,1315.625,6.746794872,SP,SP
20026,0.32,Good,F,SI2,63.8,421,1315.625,6.598746082,SN,SN
20027,0.32,Premium,F,SI2,59.7,421,1315.625,7.051926298,SN,SN
20028,0.3,Very Good,E,SI2,61.9,421,1403.333333,6.801292407,Negative,Negative
20029,0.3,Very Good,H,SI1,61.2,421,1403.333333,6.879084967,Negative,Negative
20030,0.32,Very Good,J,VS1,60.6,421,1315.625,6.947194719,Negative,Negative
20031,0.3,Very Good,H,SI1,62.9,421,1403.333333,6.693163752,Negative,Negative
20032,0.32,Very Good,G,SI2,63,421,1315.625,6.682539683,SN,SN
20033,0.3,Very Good,H,SI1,59.5,421,1403.333333,7.075630252,Negative,Negative
20034,0.32,Premium,G,SI2,62.7,421,1315.625,6.714513557,SN,SN
20035,0.3,Very Good,E,SI2,61.6,421,1403.333333,6.834415584,SN,SN
20036,0.3,Very Good,H,SI1,62.9,421,1403.333333,6.693163752,Positve,Positve
20037,0.3,Ideal,I,VS2,62.6,421,1403.333333,6.725239617,NR,NR
20038,0.3,Very Good,E,SI2,61.7,421,1403.333333,6.823338736,NR,NR
20039,0.3,Good,H,SI1,63.4,421,1403.333333,6.640378549,SP,SP
20040,0.3,Premium,H,SI1,59.3,421,1403.333333,7.099494098,SN,SN
20041,0.42,Ideal,H,SI2,62,625,1488.095238,10.08064516,SN,SN
20042,0.42,Ideal,H,SI2,61.4,625,1488.095238,10.17915309,Negative,Negative
20043,0.42,Ideal,H,SI2,62,625,1488.095238,10.08064516,Negative,Negative
20044,0.4,Ideal,H,SI2,62.6,625,1562.5,9.984025559,Negative,Negative
20045,0.41,Ideal,E,SI2,61.8,625,1524.390244,10.11326861,Negative,Negative
20046,0.4,Ideal,D,SI2,62,625,1562.5,10.08064516,SN,SN
20047,0.28,Ideal,E,VS1,62,625,2232.142857,10.08064516,Negative,Negative
20048,0.28,Ideal,E,VS1,61.4,625,2232.142857,10.17915309,SN,SN
20049,0.28,Ideal,D,VS2,62.4,625,2232.142857,10.01602564,SN,SN
20050,0.35,Ideal,D,SI2,62.4,625,1785.714286,10.01602564,SP,SP
20051,0.31,Premium,G,VS1,61.2,625,2016.129032,10.2124183,NR,NR
20052,0.31,Very Good,G,VS1,62.9,625,2016.129032,9.936406995,NR,NR
20053,0.31,Premium,F,VS2,61.2,625,2016.129032,10.2124183,NR,NR
20054,0.31,Ideal,F,VS2,62.3,625,2016.129032,10.03210273,Negative,Negative
20055,0.31,Ideal,H,VVS2,62.6,625,2016.129032,9.984025559,Positive,Positive
20056,0.31,Very Good,F,VS2,61.4,625,2016.129032,10.17915309,Positve,Positve
20057,0.31,Very Good,F,VS2,62.9,625,2016.129032,9.936406995,NR,NR
20058,0.31,Ideal,G,VS1,62.1,625,2016.129032,10.06441224,NR,NR
20059,0.31,Good,G,VS1,63.2,625,2016.129032,9.889240506,SP,SP
20060,0.31,Ideal,H,VVS2,62.2,625,2016.129032,10.04823151,SN,SN
20061,0.31,Very Good,F,VS2,62.9,625,2016.129032,9.936406995,SN,SN
20062,0.31,Very Good,G,VS1,63,625,2016.129032,9.920634921,Negative,Negative
20063,0.31,Premium,F,VS2,60.8,625,2016.129032,10.27960526,Negative,Negative
20064,0.31,Ideal,F,VS2,62.1,625,2016.129032,10.06441224,Negative,Negative
20065,0.31,Ideal,F,VS2,62.6,625,2016.129032,9.984025559,Negative,Negative
20066,0.31,Ideal,F,VS2,60.8,625,2016.129032,10.27960526,SN,SN
20067,0.31,Good,G,VS1,63.8,625,2016.129032,9.796238245,Negative,Negative
20068,0.31,Ideal,H,VVS2,61.1,625,2016.129032,10.22913257,SN,SN
20069,0.31,Ideal,F,VS2,62.3,625,2016.129032,10.03210273,SN,SN
20070,0.31,Ideal,G,VS1,62.1,625,2016.129032,10.06441224,Positve,Positve
20071,1.27,Very Good,G,VS2,60.3,8549,6731.496063,141.774461,NR,NR
20072,1.27,Premium,G,VS2,61,8549,6731.496063,140.147541,NR,NR
20073,1.51,Very Good,J,VVS2,62.6,8550,5662.251656,136.5814696,SP,SP
20074,1.51,Good,D,SI2,64.1,8550,5662.251656,133.3853354,SN,SN
20075,1.45,Premium,H,VS1,60.6,8550,5896.551724,141.0891089,SN,SN
20076,1.01,Ideal,F,VS1,61.7,8552,8467.326733,138.6061588,Negative,Negative
20077,1,Very Good,F,VVS2,60,8553,8553,142.55,Negative,Negative
20078,1,Very Good,F,VVS2,62.9,8555,8555,136.009539,Negative,Negative
20079,1.5,Ideal,I,SI1,59.4,8555,5703.333333,144.023569,Negative,Negative
20080,1.5,Good,I,VS2,63.3,8555,5703.333333,135.150079,SN,SN
20081,1.18,Ideal,G,VS1,61.9,8556,7250.847458,138.2229402,Negative,Negative
20082,1.21,Ideal,F,VS2,62.9,8557,7071.900826,136.0413355,SN,SN
20083,1.33,Ideal,H,VS1,59.3,8558,6434.586466,144.317032,SN,SN
20084,1.13,Very Good,D,VS2,62.9,8561,7576.106195,136.1049285,SP,SP
20085,1.12,Premium,G,VVS1,60.9,8561,7643.75,140.5747126,NR,NR
20086,1.37,Premium,H,VS2,62.5,8562,6249.635036,136.992,NR,NR
20087,1.2,Good,E,VS2,61.8,8563,7135.833333,138.5598706,NR,NR
20088,1.12,Very Good,G,VVS2,62.6,8564,7646.428571,136.8051118,Negative,Negative
20089,1.18,Ideal,G,VS2,62.7,8564,7257.627119,136.5869219,Positive,Positive
20090,1.52,Premium,H,SI1,61.2,8566,5635.526316,139.9673203,Positve,Positve
20091,1.06,Ideal,E,VS1,62.1,8567,8082.075472,137.9549114,NR,NR
20092,1.5,Premium,J,VVS1,62.3,8568,5712,137.5280899,NR,NR
20093,1.01,Good,E,VVS2,63.9,8569,8484.158416,134.1001565,SP,SP
20094,1.57,Premium,G,SI2,61.1,8572,5459.872611,140.294599,SN,SN
20095,1.41,Premium,G,SI1,62.1,8572,6079.432624,138.0354267,SN,SN
20096,1.51,Premium,I,SI1,58.6,8574,5678.145695,146.3139932,Negative,Negative
20097,1.26,Ideal,E,SI1,61.5,8574,6804.761905,139.4146341,Negative,Negative
20098,1.51,Very Good,G,SI2,63.2,8574,5678.145695,135.664557,Negative,Negative
20099,1.51,Ideal,I,SI1,62.8,8574,5678.145695,136.5286624,Negative,Negative
20100,1.25,Very Good,G,VS2,63.5,8575,6860,135.0393701,SN,SN
20101,1.22,Very Good,F,VS2,62.3,8575,7028.688525,137.6404494,Negative,Negative
20102,1.22,Premium,F,VS2,62,8576,7029.508197,138.3225806,SN,SN
20103,1.9,Fair,H,SI2,67.1,8576,4513.684211,127.8092399,SN,SN
20104,1.2,Very Good,G,VS1,61,8577,7147.5,140.6065574,Positve,Positve
20105,1.37,Premium,H,VS1,60.9,8577,6260.583942,140.8374384,NR,NR
20106,1.01,Premium,F,VVS2,59.3,8579,8494.059406,144.6711636,NR,NR
20107,1.5,Very Good,G,SI2,60.7,8580,5720,141.3509061,SP,SP
20108,1.5,Good,I,SI1,64,8580,5720,134.0625,SN,SN
20109,1.5,Ideal,G,SI2,61.4,8580,5720,139.7394137,SN,SN
20110,1.5,Ideal,G,SI2,62,8580,5720,138.3870968,Negative,Negative
20111,1.5,Premium,I,SI1,61.8,8580,5720,138.8349515,Negative,Negative
20112,1.5,Very Good,G,SI2,58.5,8580,5720,146.6666667,Negative,Negative
20113,1.25,Very Good,G,VS1,62.7,8580,6864,136.8421053,Negative,Negative
20114,1.52,Premium,J,VS1,62.2,8580,5644.736842,137.9421222,SN,SN
20115,1.2,Premium,F,VS1,62.3,8580,7150,137.7207063,Negative,Negative
20116,1.51,Very Good,F,SI2,62.7,8581,5682.781457,136.8580542,SN,SN
